,tense,mode,neg,token,lead,lemma,pos,dep,ent,ent_label,vector_norm,vector,start,end,sentiment,sent_sentiment,valence,sent_valence,docid,sentid
10,PAST,NORMAL,False,camped outside,camped,camp,VERB,ccomp,False,,5.297538,"[ 0.01414505  0.38943654 -0.22711316 -0.58734524 -0.33117557 -0.5243448
 -0.36285096  0.43319392 -0.45641848 -0.70888764  0.20860505  0.21264763
  1.1372211  -0.45444015  0.1833581   0.2766302   0.01051759 -0.02655941
 -0.29732668 -0.17495067  0.15767114 -0.03270808 -0.06732124 -0.07444215
 -0.55913144  0.03116158 -1.2956184  -0.15533404  0.4066148  -0.33106923
 -0.09830354  0.55429786 -0.16088328  0.51763296 -0.88136035 -0.06733249
  0.9761587   0.4432307   0.4741574  -0.71621704 -1.0525532  -1.021277
  0.02597317 -0.02647975 -0.44112593 -0.50086945 -0.9872088   0.31699982
 -0.31140608  0.89165395 -0.31776345 -0.9025284  -0.16193789  0.4627989
  0.4382695  -0.42424002  0.07846355  0.42582166 -0.2484228  -0.22935082
 -0.6698076   0.44896936 -0.41554147  0.7511981  -0.41451234 -0.12769374
 -0.51405704 -1.0163107  -0.58715653 -0.37623978  0.23047109  0.32315508
 -0.06851763  1.684397    0.4928704   0.8975611   0.3133358   0.01209655
  0.13723254 -0.34551048  0.7710007   0.6555567  -0.01811593 -0.07917891
  0.50227606 -0.92779684 -0.07824848 -0.9232759  -0.04976726  0.48824584
  0.4284764   0.89873105 -0.31064972 -0.21353915  0.0552662   0.50801873]",10,12,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
11,PAST,NORMAL,False,an,an,an,DET,det,False,,7.5151978,"[-0.5683403   0.73135763 -0.0517211  -0.89116263  0.19489807 -0.45539597
 -0.09472635 -0.7732227   1.5436509   2.3715622  -0.3820583  -0.46485502
  0.33353257 -0.31081212  0.608295    0.02124329  2.2452588   0.06986505
  0.44305077  0.806068   -1.1841993  -0.9321766  -0.7777953   0.97246355
  0.6260597  -0.31594163 -0.6117109  -0.8719529  -0.6060041   0.47303256
  0.8366046   0.52067024  0.86588687 -0.24639675  0.91027313  0.5296608
 -0.7692587  -0.09073187 -0.38300294 -0.13596734 -0.07726705 -1.2034359
  1.8862576  -0.6330296  -0.21442872 -1.5482522  -0.5643854  -0.4444633
 -0.81718767  0.01745775 -0.02399603 -0.26736248 -0.44289818 -0.7489616
 -0.48220044 -0.44192687 -0.14741933  0.9391905   0.7351446  -0.09341174
 -0.7073748  -0.76214606  0.15330723  0.20124283  0.78636336  0.25015113
  1.2196324   0.7824502  -0.1673387  -0.8198993  -0.44350326 -1.4684517
 -0.6587113   0.66087294 -1.2451098  -0.7880399   0.37098292 -0.3808983
 -0.11547101  0.20008352 -0.83633524  0.9319711  -0.5961968  -0.5992554
 -0.5535838   1.4405364  -0.25462964  0.45740062 -0.06355914  0.7109672
  0.08306536  0.83942586 -0.14566398  0.05834886 -0.96380925  0.46519968]",12,13,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
12,PAST,NORMAL,False,enemy city,enemy city,enemy city,NOUN,pobj,False,,5.8299255,"[ 2.3979220e-01  4.9073210e-01 -2.3202837e-01 -1.3897090e-01
  4.7350758e-01  1.1274573e-01 -1.2532012e-01  1.8409207e-01
 -3.5136604e-01 -1.5032712e-01 -3.0022714e-01 -5.4388416e-01
  3.8423634e-01  8.5773416e-02  4.6350497e-01  5.0834280e-01
 -5.4298168e-01 -3.5847858e-01  2.3120995e-01  1.3373873e-01
  5.4829165e-02 -5.5050635e-01 -4.4937277e-01 -3.5563058e-01
 -1.1213204e-01 -2.7510515e-01 -1.4367409e+00 -1.1003337e+00
 -2.2973356e-01 -3.1785342e-01  1.2539587e+00  5.5146664e-03
  4.0033641e-01  1.1825183e-01  1.3119119e-01  1.1710484e+00
 -6.5284914e-01  2.6590890e-01 -2.0668739e-01  6.3103426e-01
 -1.3297781e+00 -2.3350114e-01  7.9248917e-01  4.6834514e-01
 -2.0198795e-01  2.3650342e-01  4.5005482e-01 -3.3126989e-01
  1.8910539e+00  7.7744091e-01  4.8691472e-01 -6.5387458e-02
 -5.8332920e-02 -7.9253948e-01  6.7683607e-03  4.5107222e-01
 -7.3661542e-01 -1.2399331e-02 -3.2812321e-01 -9.6352160e-01
 -7.0698507e-02 -7.5561994e-01 -1.4236635e-01 -2.8564501e-01
 -1.3398941e-01  4.5179352e-01  9.1289848e-01 -8.5732585e-01
  2.0736492e-01 -1.0156739e+00 -1.8383580e-01 -6.8384039e-01
 -1.0795383e-01  2.9131770e-04 -2.5499314e-03 -5.4045784e-01
 -1.1663685e+00 -2.8414130e-03  1.0236018e+00 -2.1777345e-01
  6.3251829e-01  9.2122769e-01  7.7976567e-01  5.8907163e-01
 -3.5712001e-01 -5.2681017e-01  8.6308467e-01 -8.3871973e-01
 -5.6560725e-01 -3.6632448e-01 -9.0948951e-01  8.9439106e-01
  2.1037710e-01  2.8466105e-01 -6.8401241e-01 -1.8227354e-02]",13,15,-0.4219094,-0.0775489,-0.7779999999999999,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
13,PAST,NORMAL,False,each,each,each,DET,det,False,,9.039763,"[ 0.76888955 -0.5818712  -0.51167357 -0.54721487 -0.16189545  0.34099412
 -0.27773106 -0.27159652  2.1606011   1.3067769   0.73227215  0.8666836
 -0.65647054 -0.1770757   2.691679   -1.0806776   2.9041047  -0.10130602
  1.9235396   0.6117481  -1.0727136  -1.3233259   0.6070634   0.94652766
 -1.1517555  -0.7880135   0.1269567  -1.1195965   0.4029777  -0.4315298
  1.0397434   0.55514836 -0.43959305 -1.3266368   0.46807462  0.8979676
 -1.0975846  -0.4530571  -0.08089454 -0.30425254  0.5098456  -0.71970284
  1.5536385  -0.02516297 -0.18037012 -0.2418779  -0.6011536   0.2932873
 -0.4687643   0.44596124  0.47059375 -0.32487816  0.40291384 -1.0461847
  0.16002905  0.67356056 -0.46942407  0.08085078 -0.73757416  0.31779617
 -1.484811   -0.7090061   0.43609607  1.3428557  -0.0617266  -1.2704816
 -0.45409697  0.01134322 -0.40825692 -1.841507    0.58320785  0.3971448
  2.1574152   0.58115005  0.9727036  -1.5192038  -0.7714329  -0.89143324
  0.768695   -0.29712003 -1.3645599   0.2231214  -1.0665616  -0.26159745
  0.5778502   0.9855578  -0.1292898   1.0639174   0.36485332 -0.1521825
 -0.87466353 -0.8275403  -0.7004968   0.4342821   0.8328597   0.85780716]",16,17,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
14,PAST,NORMAL,False,division,division,division,NOUN,nsubj,False,,7.452528,"[-0.433999    1.0027874   1.0916032  -0.34414342 -0.5681636   0.6607359
  0.6345959   0.20787787  0.49807096 -0.52255815 -0.70727265 -0.91787434
 -0.18228349 -0.7915489  -0.07870029 -0.20168066  0.52846783 -0.0183222
  0.35418043 -0.1235141   0.01890644 -0.17423525  1.2556393   0.01043928
  0.21365148  0.4479253   0.2806571  -0.59431255  0.633312   -0.76962656
  1.9095653  -0.87459946  0.16792679 -0.8046075   0.3774984   0.10950172
 -0.34713292 -0.5650882   0.01351106  0.4823929  -1.3804344  -0.80218244
  0.6322626   0.4125854  -0.4096188  -0.30286735  1.1139514   0.32672894
  2.4746008   0.75894374 -0.5213574   0.5628153  -0.69624215 -0.5715784
  0.05002037  1.0411984  -0.65349483  0.26720423  0.56941396 -0.09242252
  0.20306984  0.1946283   0.33630252  0.64262545 -0.9865267  -1.0341276
 -1.1401765   0.35642904  0.07435514 -1.4319749   1.7666409  -1.038549
  1.635778   -0.15613379  0.13758524 -1.1499606  -0.82309294 -0.27668768
 -0.40955028 -1.1106043   0.24898863 -0.21489093  0.50725865  1.3490796
 -0.2668429  -0.7982559   0.98300403 -1.8091619  -0.38266948 -0.28862682
 -0.40756014 -0.16293262 -0.16628411 -0.09478225  0.58768535 -0.66188926]",17,18,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
15,PAST,NORMAL,False,commanded,commanded,command,VERB,advcl,False,,8.354316,"[ 0.21599543  0.5007797   0.5791854   0.5195074  -0.11198184 -0.701368
 -0.59820545 -0.35077798 -1.1223875   0.409929    1.5051501   0.49495092
 -0.71924037 -0.7147878   0.7284223   0.15845841 -0.85335505 -0.5962081
  2.603921   -0.6362834   0.25129095  0.71653044 -0.5883352  -1.1080598
 -0.7767557  -0.4099909   0.4631734   1.0537152   0.3511115  -0.8563899
 -0.4405754   1.8263625  -0.85870373 -0.14795429 -1.6541905  -0.08839834
 -0.01695129  1.2459928  -0.370718    0.15347522 -1.0044761  -0.6068622
 -0.7015425   0.6227947   0.9400263  -0.70715106  0.32088208  1.5054204
 -1.7325587   0.94089746  0.41928822 -1.502409   -0.34033215 -0.31330016
 -0.43385157  0.90865284 -0.33035085 -0.3392247  -0.61411995 -1.0206453
  0.04419242 -0.324541    0.18188502 -0.13556227 -0.59365064  1.6623576
 -0.06429958  0.48621053 -0.17416999 -1.6394966   0.49824458 -0.8174349
  0.17966309 -0.5154062  -0.74749416  0.06680605  0.21754187  0.02501947
  0.3710671  -0.42545134  0.28316414 -0.81824994  1.2409317   0.28904873
  0.08757254 -0.97486854  0.18721019 -0.7713228  -0.29096663  3.3546488
  0.34746265  0.71806073 -0.5873762   0.4457263   0.11349314 -0.44002807]",18,19,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
16,PAST,NORMAL,False,by,by,by,ADP,agent,False,,7.5604315,"[-0.11252683  0.32158184 -0.07316136  0.21494225 -0.99691355 -0.14626455
  0.1326718  -0.97521746  0.7695543  -0.44359383 -0.76143885  1.3638304
  1.7318748  -0.41944143  1.5709199  -0.7174523  -0.95949054  1.1593477
  1.0402246   0.8109884   0.07900444 -0.5566209  -0.6144398   0.06340204
 -1.0830376   0.5487269   0.03411824  0.12904552  0.52857125 -0.68182695
  0.9946542   0.56249917 -0.04331678 -0.98707354  0.6783909  -1.2266185
  1.150203   -1.4172566   0.78935057 -1.0119932  -1.1497177  -0.8625309
  0.93001187 -1.2538545   0.22940634 -0.03924105 -0.04801053  0.02982208
 -0.36186934  0.10773176 -0.564782   -1.2361716   0.00738987  1.8603356
  1.5034522  -1.0511599  -0.2507541  -0.02594857  0.04724294 -0.38444987
  0.16531643 -0.45055935 -0.12839529  0.17931241  0.20219374  0.63912493
 -0.17588902 -0.15304974 -0.816784    0.39610273 -0.6060962   0.00624444
 -0.7820735   0.9563783   0.68161696  0.4944238   0.4536006  -0.05772479
 -0.52134967  1.3201034  -0.25337452  1.4717385   0.70934033 -1.0001783
 -0.29643556 -0.8639688  -0.28453478 -0.7251406  -0.3241788   0.01268919
  0.6335791  -1.0939572   0.47718143 -0.777294    0.10181558  1.3095485 ]",19,20,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
17,PAST,NORMAL,False,its,its,its,PRON,poss,False,,9.336052,"[-1.0935082   0.7624415  -1.1680622  -0.32759455 -0.02137578 -0.04037161
 -1.222382    0.63759327 -0.7898427   0.73200905 -0.69533926 -1.2692626
  0.52827317 -0.03897473  0.79844576 -0.26866743  1.000704    1.1133446
  1.6476467   0.6613969  -0.44282305 -0.99617636 -0.48566455  1.8504918
  0.12533295 -0.3149057   0.12611572 -1.3034312  -0.3617199  -0.04019116
  0.6116914  -1.1998643   0.2508654  -1.2484875   1.7403659   0.15527657
 -0.90728974 -0.30137745 -0.73130953  1.2155054   1.261103   -2.3083754
  1.2307854  -1.1839776   0.08862446 -0.84516275 -0.10971645 -0.29442275
 -0.42367968 -1.1203017  -0.36676353 -0.2995178  -0.7152406   0.29846966
  0.05598351 -0.63956106  0.7422577   0.513459   -1.0835333   0.5978595
 -0.22797425  0.30365103  0.02201347 -0.4173092   1.0317366  -0.72079265
  2.9527788   2.2798553   0.77920675  1.4024363   0.8257062   0.6436182
 -0.11158052  0.33047807 -0.20035337 -0.6005659  -2.0363564  -1.2199621
 -0.91466206  1.0571089  -0.0462428  -0.5522672   0.6922207  -0.6139734
 -1.4338453   0.79940355 -0.5816686   1.8901501  -0.09522435 -0.37067983
  0.75706476  1.0863327   1.5565     -0.726847   -0.48969254 -0.10949982]",20,21,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
18,PAST,NORMAL,False,own,own,own,ADJ,amod,False,,8.624823,"[-0.720233    0.96993357 -0.10316734  0.13908869  0.19727618 -0.67027426
 -0.81994915  0.8706013  -0.88451886  0.9291004  -0.03989242 -0.14324188
  0.1026457   0.05944007  0.6624782  -1.3688735   0.10613883 -0.29823074
  1.8266997   0.78457475 -0.04411381 -0.81722826  0.9200068   0.92292416
  0.10095996 -0.96688855 -0.37842607  0.9021219  -0.2781981  -0.12027989
 -0.80487394 -0.81467354  1.0323999   0.03732395 -0.32355082  0.4610017
 -0.08292732  0.9763272  -0.12105606  2.1031857  -0.8331137  -0.8473377
  1.809637   -0.8995925  -0.7296754   1.3668814  -0.692412    1.1707592
 -0.6487348  -0.5659075   1.1437727  -0.77159274 -1.4531959  -0.61788774
  0.20883517  0.01239276 -0.48979545 -0.37225986 -0.66122913  0.24914579
 -0.53494084 -0.71316147  2.2691486   0.11252928  1.6203768  -0.33392915
 -0.06215473 -1.1114534  -0.32657003 -0.19367084 -0.2865324  -0.9427563
  0.5088483  -0.18589328  0.9400686  -0.5449005  -0.8025652  -0.53810066
  0.11761838 -1.2540193  -0.35173553  0.8157165   0.28772664  0.17941767
 -0.17227732 -0.05638261 -0.69699216 -0.49439222 -0.18696135 -1.5778373
  1.6129615   1.5739117   2.8782773  -0.2789544  -1.2036567  -0.7389562 ]",21,22,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
19,PAST,NORMAL,False,general,general,general,NOUN,pobj,False,,7.3906,"[-0.65662295  0.35992056  0.2279394   1.1910797  -0.21087307 -0.32363123
 -0.8540137  -0.21969652 -0.04344875 -0.3055125  -0.45733732 -0.2746958
 -0.51276916  0.43433285  0.07839841 -0.19968575  0.09917506 -0.5909078
 -0.67029345  0.40357283  0.70861566  0.10764685  1.051359    1.2888088
 -0.42495364 -1.5351473  -0.6357837   0.5215631  -0.30311477 -0.17663041
  0.73574793 -1.8915293   1.3517592   1.0717924   0.16537294 -0.8622518
 -0.36865926  1.0498434  -0.06550799  0.6677725  -1.0941082  -0.6845504
  0.2960031   1.5025353  -0.24193925 -0.38721463  0.77230346 -0.75785273
  1.5560479   0.1626765   0.02771531  0.7603591  -1.5428259  -0.7003517
  0.13661075  0.09818771 -1.20735    -0.655832   -0.4307422  -1.2504613
 -0.8977415  -0.7079482   0.3333652  -1.0349529  -0.15762468 -0.17467329
  0.22870165 -0.9939208  -0.7309784  -0.6431233  -0.11779398 -0.11561194
  0.5237262   0.5184326   0.1126905   0.27848768 -0.9094697   1.3536545
  0.8196945  -0.5725145   1.1124729   0.8177216   0.5354765   0.29000738
 -0.7244276  -0.2523426   0.48883247 -0.58222985 -0.8065822   1.1309606
  0.10273619  1.4951622   1.3031276  -0.21500394 -0.5235175  -0.4471874 ]",22,23,0.0,-0.0775489,0.0,-0.14300000000000002,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__0__24
20,PRESENT,NORMAL,False,the,the,the,DET,det,False,,8.319436,"[ 0.24974416 -0.3037861  -0.7191943  -1.2260188   0.80602455  0.94191605
 -1.0849466  -0.733103    1.7002368   0.8721691  -0.02167305  0.3344219
 -0.8332114  -0.8443011   2.9906754   0.0619592   0.17601302 -1.1336908
  2.464232    0.55225    -1.3259735  -1.2202646  -0.06459987  1.0488992
  0.3994527  -1.4000607   0.87844086 -0.3286766   0.6393963   0.44957906
  0.5129057  -1.046274    1.0989437  -1.0457332   0.92126566  0.9298907
 -1.6223834  -0.13531624 -0.9401022   0.59051263  0.78047335 -0.7144774
  0.9012559  -0.1123597  -0.6324239  -0.92111427 -0.7096653  -0.3852715
  0.35333958 -0.75729144 -0.65067697 -0.24309935  0.34696925 -0.57777435
  0.321313    0.3941037  -0.7607044  -0.75834453  0.23664589 -0.18273151
 -0.80958545  0.5863926   0.01774544 -0.06463411 -0.25727677 -1.2614213
  0.58006155  0.08590651 -0.47188476 -1.3198946   0.46590918  0.11487478
  0.6094669   0.3313148  -0.63317764 -1.4505438   1.913097   -0.13045317
  0.9307013  -0.3547811  -0.42775667 -0.03043375 -0.37493134 -0.6199058
  1.0604358   0.35166293 -0.01411104  0.38371322  0.10601513  0.59597635
 -0.07599314 -1.0463967   0.3971983  -0.5053606  -0.08233389  0.9634453 ]",25,26,0.0,0.0,0.0,0.0,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__24__36
21,PRESENT,NORMAL,False,generals,generals,general,NOUN,nsubj,False,,7.492347,"[ 0.7634659   0.5667034   0.6706126  -0.58163834 -0.5676427  -0.03192823
 -0.19322474 -0.05199671  0.01910828 -0.4272585  -0.8784621  -0.8940842
 -0.9613941  -1.2723882  -0.5147605  -0.06720233 -1.088839   -0.3754275
 -0.5163135   0.00557734 -0.5970147   0.8856878   1.8256087   0.6244782
  0.9442279  -0.6327991   0.22204453 -1.2428738   0.5890041  -0.795389
  0.6074182  -0.4178784  -0.53755605 -0.06245148 -0.07770503 -0.8430405
  0.49660462 -0.70336473 -0.8548045  -0.9222063   0.21871045 -0.10309044
  0.36510152 -0.1436367  -1.203029   -1.0859476   0.8087486  -0.38709077
  2.204574   -1.3026322  -1.1526366   0.7531084  -0.5856652  -1.13509
  1.0037725   1.0463736  -0.22042426  0.13005994 -0.88892806  0.11434931
  2.0198636   0.07863434 -0.38204125  0.2992285  -0.7696487   0.2892753
 -0.08921662  0.5847498  -0.2893538  -0.66688216  0.5611095   0.09013107
  0.6251883   0.5016444  -0.83076835 -0.84839845 -0.99273425  0.12360752
  0.6404928   0.07911128 -0.1971098   0.6289811  -0.63733566  0.7355552
  0.09396985  0.51884884  1.2921678  -0.6468234   0.7253723   0.89476186
  1.2330828   0.09952798  1.2635356   0.678389   -0.53167576  0.06133232]",26,27,0.0,0.0,0.0,0.0,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__24__36
22,PRESENT,NORMAL,False,can,can,can,AUX,aux,False,,9.292874,"[ 0.496667   -0.7134324   1.3321536  -0.549202    2.3132057  -0.32428277
 -1.3456013   0.27439007  0.12433839  1.025292   -0.36212304 -0.84345436
 -1.09003    -0.31966096  1.6720599   0.01886799  0.3227908  -1.7448016
  0.13748994 -1.207238    0.89591765 -0.4843663   0.34788877 -1.2309306
 -1.2153561  -0.8056006  -0.22928011 -0.8699216  -0.25870597 -0.3148107
 -0.8080158  -0.20890066  0.1205488   0.45497525  0.03384972  0.3540932
  0.8314883  -0.47795206  2.3191402  -0.25932574 -0.6380538   2.0393238
  1.0128492   0.3172989   0.81168616  0.36910897  1.3992807  -0.2682948
 -1.0299072  -1.0959057  -0.06356505 -0.00462362 -0.26390806  0.88728464
 -0.8200406   1.0171604   1.6158667   0.05877723 -0.6044774  -0.17988585
 -1.391845   -0.14905338 -0.14167523 -0.6248143  -0.97171223  1.8430604
 -0.18839139 -0.32960364  2.1132052   0.48293376 -1.6813277   0.67493653
  1.6218026   0.32545167 -0.34405348 -1.0421886  -0.42078066 -0.39197773
  2.095219    0.8386198   1.426121   -0.45318246  0.50588703  0.83400303
 -0.40038782 -0.2756021  -1.2399454  -0.01924711 -0.68695104  0.7516164
 -1.1446962  -0.834708    0.7136786  -0.5236021  -0.5337026  -1.6554158 ]",27,28,0.0,0.0,0.0,0.0,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__24__36
23,PRESENT,NORMAL,False,communicate with,communicate,communicate,VERB,ROOT,False,,5.297893,"[ 0.00554222  0.60237634  0.5837762   0.43204534  0.02771209  0.15543514
  0.01963037  0.1481258  -0.14924479 -0.22033778 -0.42015523  0.8734615
  0.72407657 -0.5032929   0.7520972   0.8688806  -0.19366801 -0.39152944
 -0.33616555 -0.30049074 -0.20406967 -0.3951131   0.48763207 -0.68637574
 -1.1368809   0.3618093  -0.36791265  0.40144116  0.09431922 -0.32830575
  0.0762434   0.8794931  -0.00678523 -0.22582847  0.42137623 -0.8275998
  0.09151411  0.0052669   0.57830894  0.37600487 -0.30123305 -0.4785127
  0.6472248  -0.71398866 -0.2045463  -0.26056188 -1.063446   -0.5145261
  0.20666333  0.37435386  0.31253067 -0.7913326  -0.22718114  0.8144629
 -0.4156748  -0.82573545  0.03545445 -0.5528957  -0.15924665  0.04561421
  0.91837734  0.13413066  0.18194753 -0.5271135  -0.07065368  0.24426621
 -0.7616584  -0.4650773  -0.2661752   0.28947017 -0.81795716  0.44458005
 -0.17034209  0.6420374   0.00225939  0.8107475   0.17136547 -0.5663487
  0.1510292  -1.0147684   0.5259925  -0.00746873  0.54376596 -0.4582252
 -0.55339426 -0.25388795 -0.11795816 -0.31710556  0.12265477  0.847597
 -0.3026291   0.6486777  -0.42939523 -0.26152018  0.6162782   2.1072972 ]",28,30,0.0,0.0,0.0,0.0,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__24__36
24,PRESENT,NORMAL,False,another,another,another,DET,det,False,,8.293023,"[-0.35390896 -0.02261727 -1.0497818  -0.14706194 -0.02748232 -0.6703174
 -0.7342876  -1.0270746   1.8849674   0.76394486 -1.1992309   0.7599805
 -0.6097827   0.3254442   1.0208074  -0.39640057 -0.0716567   1.133541
  0.19976673 -0.51120806  1.026473   -0.21848184 -0.7156567   0.19320318
 -0.14857304  0.09248495 -0.3925922  -0.04276137 -0.20039321  0.14235559
  1.5880432  -0.49456     1.0672573   0.7365657  -0.24032162  0.23745963
 -1.0958807  -0.8232554  -0.9903778  -1.0567939  -0.09713098 -0.14711642
 -0.28186327  0.56665576  0.42798924  0.15834424  0.47400603 -0.78712803
 -0.2630635   0.48267785  0.48278224 -1.0775485  -0.7340774  -0.6020993
 -1.0440894  -0.4359786  -0.8129504   0.36403    -0.21390326  0.06579581
 -1.47946     0.13509987  1.5212972   3.0867248   0.04562199 -0.14673564
  0.31787091  0.4531025  -1.0679004  -1.3346813  -0.89851916  0.4730313
  0.03886385  0.6073433  -0.64717436  0.8260194  -0.40666795  0.21803623
 -1.2735058  -0.3879585   0.36304176  1.957526   -0.64198655 -0.42212966
 -0.77334476  1.059722    0.22506543  1.6145966  -0.30568695 -1.2484939
 -0.36847866 -0.0402402  -0.67528313  1.7777815   0.6832766   1.6803176 ]",31,32,0.0,0.0,0.0,0.0,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__24__36
25,PRESENT,NORMAL,False,only,only,only,ADV,advmod,False,,8.390374,"[ 3.0573580e-01 -8.3320433e-01 -3.7805891e-01  1.2103919e+00
  2.9506829e-01 -9.4937539e-01 -6.3796979e-01 -1.1073412e+00
 -3.9369959e-01 -1.9979674e-01 -1.0319425e+00  5.8529663e-01
 -1.4811069e-01  2.5913781e-01  5.0080270e-01 -7.3942733e-01
 -1.0272062e+00  1.4599365e-01 -9.5845735e-01  3.1940457e-01
 -5.6330949e-02  8.6607528e-01 -1.2612910e+00 -8.4720105e-01
 -5.9379524e-01  6.2701628e-03 -3.8110501e-01  1.5971172e+00
 -4.5149675e-01  1.4435666e+00  2.5205645e-01 -1.5344608e-01
 -8.6979568e-04  2.2253895e-01  1.0471220e+00  1.9765203e-01
  1.5868838e+00  1.4795661e-02 -3.9016807e-01 -7.6406837e-02
 -1.1389921e+00  7.9044342e-02  1.8490461e+00 -4.5393732e-01
 -8.5917318e-01 -1.0789009e+00  1.3109753e+00 -2.0885700e-01
  5.0092912e-01  4.9791896e-01  1.6212292e+00  8.4750772e-02
  3.2717314e-01 -1.1554868e+00 -1.3724530e+00  1.2474018e-01
 -4.0852246e-01  1.7922826e-01 -5.6323433e-01  1.3458624e+00
  2.8249764e-01 -5.6695729e-01 -2.5022042e-01  4.9206018e-03
  1.0332876e+00 -7.0332515e-01  1.6574492e+00 -2.1982194e-01
 -5.5190396e-01  5.1134568e-01 -8.3486521e-01 -1.6302611e+00
 -4.3505570e-01 -6.4518213e-01  1.2686179e+00 -6.3180077e-01
  1.6351469e+00  2.0923504e-01  2.0611313e-01 -8.4790736e-02
  1.6458240e-01  9.8693258e-01 -2.1960059e-01 -4.0947673e-01
 -5.4766881e-01 -1.0590923e+00  3.3803099e-01  2.6695329e-01
 -5.7537532e-01 -2.2980111e+00  1.3546652e+00  1.4712728e+00
 -2.1627757e-01  4.7679016e-01  1.9640832e+00  6.0023600e-01]",32,33,0.0,0.0,0.0,0.0,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__24__36
26,PRESENT,NORMAL,False,by,by,by,ADP,prep,False,,7.444027,"[ 0.92958486  0.8812431   0.78567135  1.1246592  -1.1464775  -0.7852003
  0.4161225  -0.52750516  0.8346742  -0.92043626 -0.35022506  0.39184475
  1.7311211   0.17992419  1.074007   -0.32645053  0.17533216  0.33211902
 -0.47373638 -0.48747474  0.39773327 -1.112586    0.52424353 -0.8006176
 -0.20891625 -0.13155735 -0.01407284 -0.20222184 -0.09595118 -0.9032694
  1.3525505  -0.58903927  0.68901944  0.13140649  1.4478005  -0.0676671
  1.1175531  -0.6677036  -0.07342076 -0.5473759  -1.1051962  -1.7766321
  0.0773477   0.11796519 -0.4698167   0.04703239  0.2474969  -0.71854323
  0.6252861   0.6490029  -0.67478216 -0.4851649   0.25043252  1.0958265
  0.9478569  -1.0395879   0.7852053   0.17597552  0.75193703  0.14450508
  0.43348846 -0.3534157  -0.95630324  0.61963063  0.7302468   0.91237104
 -0.3425072  -0.40371755 -1.7274897  -0.132593   -0.4265361  -0.6743814
 -0.76963025  1.7059395   0.11803666 -0.73678184  1.1120764   0.35019797
  0.34388492  1.09104    -1.2107701   0.29677898 -0.32299063 -0.547158
 -0.03314064 -0.68928176 -0.7978587  -0.4795103  -0.46097097 -1.1132036
  0.64069194 -0.1870162  -0.05284315  0.02297688  1.0860358   1.267602  ]",33,34,0.0,0.0,0.0,0.0,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__24__36
