,tense,mode,neg,token,lead,lemma,pos,dep,ent,ent_label,vector_norm,vector,start,end,sentiment,sent_sentiment,valence,sent_valence,docid,sentid
27,PRESENT,NORMAL,False,messenger,messenger,messenger,NOUN,pobj,False,,7.7666593,"[ 0.05840416  0.80916417 -0.71109325  0.97545826  0.99053186  0.6132507
 -1.6882107   0.5004848  -0.92901826  0.29421228  0.29449788 -0.3306126
 -0.6265091   0.06456691  0.94025075  0.46786392 -1.357394    0.43655205
 -0.08299665 -0.05385536  1.0860589  -0.26719898  1.2087009   0.75073063
  0.12842584 -0.98778737 -1.0228179   0.55246073 -0.3112446  -0.51426274
  0.858336   -1.1917217   1.7626045   0.2780585   0.37941176 -0.22705358
 -0.595285    0.322404    0.14353086  0.4584375   0.6140007  -0.24580887
  0.50480163  1.3649796   1.1636788  -0.14338683  0.0609951  -0.47181642
  1.161852   -0.6221669  -0.50253683  0.43207973 -1.219396   -0.292709
  0.92089665  0.02606052 -0.17611034  0.06938869 -0.7507933  -0.44589946
 -1.5212654  -1.1908263   0.12889099 -1.6900724   0.1184883  -0.11907181
 -0.4184131   0.05897462 -0.04786127 -1.6758412  -1.3472426  -0.5157875
 -0.13941163  1.1342293   0.73235756 -0.20862655 -1.6452427   0.883904
  0.3280478  -0.42975     0.4497047   2.2064378   0.12040776  1.1350117
  0.22878078  0.59992844 -0.08408062 -0.2509386  -0.05602556 -0.68362844
 -0.8921727   1.0256597  -0.30386353  0.7359293   0.04985864 -0.3475014 ]",34,35,0.0,0.0,0.0,0.0,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__24__36
28,PRESENT,NORMAL,False,observing,observing,observe,VERB,pcomp,False,,8.991565,"[-3.8757619e-01  1.7070213e-01 -1.0895030e+00  3.2009416e+00
  7.4514586e-01 -1.0028031e+00  7.2553962e-01  1.5474856e-02
 -9.8816305e-01 -9.5550185e-01  5.4510099e-01 -8.9283216e-01
  1.8534572e+00  8.8610739e-02  1.3618975e+00 -3.0709100e-01
 -1.2916937e+00 -1.0222903e-01  9.0485889e-01  1.0006088e-01
  1.3985353e+00  6.1827242e-01 -1.5718114e-01  1.9376731e-01
  4.5236671e-01  1.4228532e+00 -1.7948121e-01  6.4533275e-01
  4.2745495e-01 -7.3096693e-01 -5.0013840e-02  9.2527866e-01
 -3.1236479e-01 -2.6277006e-02 -1.7477065e-01 -3.3967996e-01
 -2.2762352e-01 -1.0128191e+00 -7.6382732e-01  6.5244979e-01
  2.5339632e+00 -4.8583686e-01  1.1477339e+00  4.4587982e-01
  4.2379016e-01 -6.9298279e-01 -1.6685116e-01  3.1408852e-01
 -5.6746829e-01  1.4433721e+00 -1.0109742e+00 -2.1892950e-01
 -1.0327348e+00  5.8099461e-01  1.7166117e-01  7.9900575e-01
  6.4421046e-01 -5.9370565e-01  9.1868299e-01 -5.2799428e-01
 -3.1666908e-01 -3.1272578e-01  2.9705685e-01  1.1853551e+00
  6.2996700e-02  6.6030848e-01  1.0810169e+00 -6.1661088e-01
 -1.4576564e+00 -2.1404469e+00  3.7250301e-01 -8.4322965e-01
  8.9789236e-01 -8.2315564e-01  8.3858454e-01 -8.9913338e-02
 -8.5374713e-01 -9.6256495e-01 -3.8894340e-02 -1.9023697e+00
 -3.1739706e-01 -3.2133198e-01 -8.4114540e-01 -3.9211476e-01
 -1.0533805e+00 -9.8544866e-01  2.9946488e-01 -7.9844576e-01
 -1.0591916e+00  2.3267729e+00  4.2865181e-01  1.2893528e-01
 -1.1482663e+00  7.2142482e-04 -4.9061659e-01 -8.3831862e-02]",37,38,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
29,PRESENT,NORMAL,False,the,the,the,DET,det,False,,8.344042,"[ 1.2899363e-01  5.4604399e-01 -8.6332417e-01 -6.3034558e-01
  5.4278266e-01 -8.7564141e-01 -8.0040944e-01 -4.8861706e-01
  2.0349791e+00  2.1829681e+00 -1.2754539e-01  1.6524357e-01
  2.1417886e-01  6.7983949e-01  5.8015937e-01  1.0514654e+00
  2.3677211e+00 -1.1178851e-03  8.9122450e-01  6.4032000e-01
 -9.6916974e-01 -9.1198921e-01 -5.9187478e-01  3.4409291e-01
 -2.7417210e-01 -1.9507694e-01 -5.9581453e-01 -7.6188922e-01
  1.1630404e-01  5.7168382e-01  1.2765994e+00 -3.0399936e-01
  6.7217922e-01 -8.9268059e-02  3.9476261e-01  1.1923102e+00
 -1.1863208e+00 -2.7496889e-01 -5.7889533e-01  2.6824594e-02
  5.2513766e-01 -1.4142969e+00  1.7769481e+00 -5.4880488e-01
 -3.8697705e-01 -9.6845818e-01 -1.2785550e+00 -7.8675294e-01
 -1.0071750e+00 -5.3408080e-01 -4.1984516e-01 -2.4154523e-01
  5.1972282e-01 -1.1983445e+00 -5.4519069e-01 -7.7612507e-01
 -8.3349741e-01  8.4973121e-01  6.8073791e-01  2.0494035e-01
 -1.5071025e+00 -2.8291643e-02  4.5175239e-01 -4.1805372e-01
  9.7184181e-03 -4.4903120e-01  1.3638405e+00  8.6939150e-01
 -6.6005564e-01 -6.4377296e-01 -1.0125450e+00 -1.3616736e+00
  5.2620459e-01  9.2594630e-01 -1.1008109e+00 -1.0789051e+00
  5.3546095e-01 -2.8765252e-01 -5.6913280e-01  4.7595650e-01
 -1.2127274e+00  3.6427438e-01 -1.1967361e-01 -4.7709179e-01
 -9.5410967e-01  1.1059581e+00 -5.5327278e-02  7.3201936e-01
  5.1292133e-01  1.4346356e+00 -3.9018476e-01  1.5830476e+00
 -8.2490134e-01  6.6922218e-02  2.2455361e-01  5.5511016e-01]",38,39,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
30,PRESENT,NORMAL,False,enemy,enemy,enemy,NOUN,dobj,False,,7.1800933,"[ 0.12224603  0.8360852  -0.72941506  0.2795285  -0.00468068  0.49310422
 -0.6509054  -0.09965956 -0.6851333   0.12019254 -0.12992969 -0.61248565
  0.16866694  0.37974775  1.2884042  -0.12117033 -0.20910956  0.10928024
 -0.37000516 -1.2946571   0.2612526   0.25761652 -0.30857962 -0.84991896
  0.07908277 -0.38344812 -1.585668   -1.8433319  -0.4191285  -0.30482307
  1.0555863  -0.6887812   0.841343    0.12865037 -0.24513768  1.41099
 -0.36208546  0.16517343 -0.05013508  0.43530592 -1.3012112  -0.6812119
  1.0497221   1.5379024  -0.44527155 -0.5388714  -0.24942736 -0.50419724
  1.6974413   0.85602576  0.29381797  0.4423284  -0.13091117 -0.7674813
  0.349582    0.9422897  -0.88004357 -0.3407446  -0.19299829 -1.1739349
  0.10889339 -0.196494    0.29057604 -0.2918856  -0.3328086  -0.11420208
  1.0299003  -0.969438    0.12613139 -0.91632175 -0.580201   -0.82177985
  0.04912856  0.32558802  0.3719312   0.35052168 -1.1172771   1.4661222
  0.75144947 -0.5144191   0.96510506  0.94701093  0.52584654  0.38372296
 -0.5812705  -0.2530392   1.3802382  -0.7054373  -0.10868469  0.41377434
 -1.370083    1.5985      0.36053246  0.2751946  -0.11273214  0.11583136]",39,40,-0.5423,-0.13069429999999999,-1.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
31,PRESENT,NORMAL,False,they,they,they,PRON,nsubj,False,,8.381807,"[ 0.25425354  0.3537447  -0.8984846  -0.5049802   0.6322814   0.8597879
 -0.6091533  -0.15604562  0.6623435  -1.5600879  -0.08760953 -0.7871475
 -0.47465116 -0.6064212   2.3224173  -0.9155409   1.3427095   1.0351163
 -0.75782067  0.3903467   0.41239825  0.07195926  1.5047983   1.247075
 -0.8657087  -1.3374234   1.4445057  -0.27893198 -0.9602967  -0.55704564
 -0.42660055 -0.27799636 -1.1111857  -0.65412414 -0.92062646 -0.42073393
 -0.9654393   0.58846176 -0.5415848  -0.88699883 -0.5536822  -0.41636598
 -0.4015467  -1.568889   -1.5455148  -0.93897253  0.5098696  -0.7090293
  0.32867932 -0.44808432  1.0489432   2.0231164   0.298457   -1.0100781
  0.5834517   1.3425019   0.47727627 -0.02213003  0.7552907   0.11034697
  0.51145864 -0.1311673   0.2513938  -0.02927956 -0.03692648 -1.02078
  0.50847924 -0.01721854  1.3189784  -0.5491343  -0.1699385   0.07834015
  0.5306517  -0.51123273  0.06066252 -0.8735263  -0.8304696   0.00346771
  1.7802337   1.0333447   0.15544349 -0.44359678  0.4093861   2.8356628
  0.12050471  0.2449996  -0.06197155  0.0480634   0.6960398   0.14832562
 -0.31408954 -1.1286517  -0.05143324  0.04920088  0.22147599 -1.0981972 ]",41,42,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
32,PRESENT,NORMAL,False,must,must,must,AUX,aux,False,,9.615998,"[ 0.77621996 -0.99016035  1.656281    0.27784938  2.4093807  -0.53142834
 -1.3090723   0.84841263  0.16708961  2.0407214   0.09583563 -1.3133289
 -1.3388608  -0.7484784   1.5131731  -0.7537431   0.7882008  -0.90682566
 -0.46128732 -1.1447494   0.6245724  -0.33265913  0.8756227  -1.3232937
 -1.2441792  -0.8685175  -0.30685264 -0.7912425  -0.34133765 -0.20319471
 -0.93394005  0.539831    0.015073    0.43451828 -0.35140175 -0.5762646
  1.0464545  -0.78591824  2.0293806  -0.08971652 -0.8447022   2.2459097
  1.1476494   0.25228533  0.7040308   0.72244704  1.5353897   0.05872864
 -1.3308735  -1.1284932   0.47186142 -0.5114676  -0.05452394  0.5987736
 -0.7296993   1.7521371   1.4503895   0.04925574 -0.26579744 -0.34819043
 -0.6623889  -0.7036342  -0.620355   -0.84264266 -1.136203    1.0156307
  0.04302981 -0.18196931  1.244003    0.74691427 -1.060385    0.52062327
  1.8339581   0.1603749  -0.2595282  -0.71082973 -0.650408   -0.898506
  2.1876998   1.1568074   1.5818511  -0.27883354 -0.68312985  0.79613364
  0.2148733  -0.80771387 -1.1480474   0.64408827 -0.6918764  -0.01504528
 -0.8302809  -0.9160007   0.12506057 -0.48096216 -0.35715654 -1.8941709 ]",42,43,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
33,PRESENT,NORMAL,False,decide upon,decide,decide,VERB,ROOT,False,,4.9762697,"[ 3.9293230e-01  6.0130841e-01  5.5638957e-01 -3.5194290e-01
  3.6354348e-01 -3.8964739e-01  8.9968419e-01 -1.9956559e-02
 -3.0444667e-02 -4.9913433e-01 -9.6278620e-01  6.1988193e-01
  5.4952013e-01  5.9450544e-02  1.3925384e-01  2.7255183e-01
 -1.5440270e-02 -4.2636436e-01 -1.9299674e-01  2.7200413e-01
 -2.3516168e-01  1.0564326e-01 -1.5859075e-01 -7.0697868e-01
 -5.5923402e-01  3.4016269e-01  1.4168005e-01 -2.1889643e-01
  5.2980721e-01 -4.0391207e-01 -2.6025942e-01  8.3357370e-01
 -2.2250125e-01  1.7874603e-01  2.4032384e-02 -7.6620555e-01
  6.1103749e-01  1.8442431e-01  1.3872031e+00  2.8842670e-01
 -2.4403375e-01 -5.6675506e-01 -1.8784571e-01 -2.8555292e-01
 -3.1663623e-01 -4.1566157e-01 -9.7662401e-01 -4.4029400e-01
  8.7346479e-02  1.4982170e-01  2.7878928e-01 -5.4199302e-01
 -2.3189697e-01  3.4572709e-01 -5.1826084e-01 -1.3409107e+00
 -5.5718482e-01 -4.0014285e-01 -2.5898874e-02  4.8008341e-01
  1.0777419e+00 -3.1079255e-02 -3.4088844e-01 -1.0986933e+00
  3.3509696e-01  4.8810214e-01 -5.7179308e-01 -1.7891538e-01
 -2.8999662e-01  2.1297790e-02 -3.2136369e-01  2.2515310e-01
 -4.7946391e-01  3.5166585e-01  1.6492623e-01  4.7655946e-01
  2.2422773e-01 -1.3751358e-01 -5.4815096e-01 -2.1226230e-01
  5.0713789e-01 -8.8248760e-02  4.8808533e-01 -3.5978639e-01
 -3.6951029e-01 -4.5020908e-01  4.2396784e-04 -6.9147646e-01
 -4.5503807e-01  1.5523615e+00 -1.7952025e-02  8.1191123e-02
 -2.0631312e-01  1.5606263e-01 -3.1381068e-01  1.0634395e+00]",43,45,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
34,PRESENT,NORMAL,False,a,a,a,DET,det,False,,7.3952117,"[ 0.3282409   1.1557226  -0.3899491  -0.7184055  -0.30138052  0.0587053
 -0.58410174 -0.45979935  2.3599913   2.2667048  -0.18114775 -0.3783157
 -0.66276115 -0.83744705  0.7788091  -0.07414125  1.5429438  -0.06463912
  0.39150223  0.45620966 -1.21863     0.06752843 -1.5183058   0.32964194
  0.21316391 -0.31960997 -0.20425427 -1.0931468  -0.7299702  -0.3680445
  0.60117066  0.10418923  0.5725784  -0.14652756  2.0551565   0.36276507
 -1.0002363  -0.7213073  -0.9721943  -0.48403284  0.5327813  -0.54230964
  0.7461909  -0.9822079  -0.33269092 -1.1464605   0.13004878 -0.18843195
  0.08494377  0.00266734 -0.1688032  -0.8654786  -0.33254027 -0.8073883
 -0.5810287  -0.83343273  0.12105017  0.08999099  0.27203858 -0.27328447
 -0.64056104 -0.37789056 -1.0228568  -0.33313963  0.84337604  0.10395718
  1.2901987   0.8020267  -0.13113943 -0.13510722 -1.1925176  -0.772843
 -0.58816504  0.36657232  0.57449514  0.42003977  0.3195017   0.6817438
  0.41170654 -0.12421046 -0.4868595   0.60760474 -1.2030548  -0.88810694
 -0.44929177  1.3420733  -0.4356863   0.91026783 -0.20147106  0.5975344
  0.7671307   0.57380617  0.33411714  0.8113817   0.00769252  0.0672313 ]",45,46,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
35,PRESENT,NORMAL,False,common,common,common,ADJ,amod,False,,7.977003,"[-0.6645412   1.443642   -0.44314247 -1.0121596   0.6005227  -0.9504504
  0.23557636  1.050966   -0.15545927  0.8614532   0.599028    0.39206964
 -0.05024773  0.62272537 -0.09865959 -0.75893867 -0.3762398  -0.31371287
  1.3086958   1.0589154  -0.10518506 -0.02025942 -0.24643376 -0.12318279
  0.03246413 -1.6727719  -1.4680663   0.6669924  -0.31931278  0.07999107
 -0.14301255  0.53184336  0.04630167  0.28718203  0.12113787  1.2539991
 -0.4512174  -0.07755914 -0.12105502  0.735014   -0.76123756 -0.622056
  2.4433377  -0.7756127  -0.53922296  1.3730189  -0.3378959  -0.5300872
  0.6783849   0.35168195  0.738857   -0.5810157  -1.1424645  -1.1802766
  0.1373376  -0.35385936  0.08024096 -0.29269534 -0.8247327   0.6772579
  0.3979866  -0.4548958   1.8407024   0.5516457   0.6507877  -0.4936801
  0.3163076  -0.6884234  -0.51558346 -0.59657145 -0.6904971  -0.16634744
 -0.903479    0.13211536  0.98707086 -0.39975566 -0.5751225  -0.8972464
  1.0859694  -1.651797   -0.2949195   0.43983638 -0.4824714   0.49797815
 -0.10556233 -0.35907084 -1.0855143  -0.4855746  -0.7612722   0.93967116
  1.681227    0.54607326  2.1795695   0.45801875 -1.4203559  -0.9120298 ]",46,47,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
36,PRESENT,NORMAL,False,plan,plan,plan,NOUN,pobj,False,,6.3173375,"[ 0.32163346  0.3286798   0.23230828  0.56877613  0.46043026  0.2328142
 -0.83465296 -0.22711164  0.1810883   0.01900446 -0.6310464  -0.9790895
  0.09172747  0.18799146  0.08820449  0.5862707  -0.09522714 -0.7766118
 -0.22576919  0.7648815  -0.26229155 -0.41672105  0.56845486  1.4585378
  0.37738314  0.6258824  -0.97182715 -1.0745786  -0.0790676   0.07954754
  0.65494096 -0.25178486  0.6068258  -0.24685588  0.2633081  -0.9819187
 -0.6965245  -0.87780887 -0.19904234  1.2721021  -1.2939343  -0.49161282
 -0.5539378   1.6511927  -0.85834765 -0.44908187  0.07289222  0.00250043
  1.9664841  -0.21223146 -0.2413835  -0.2140595  -0.3127953  -0.7320106
 -0.3398538   0.31862456 -0.6393852  -0.2734506  -0.49291694 -0.82017076
  0.34616277 -0.53209925  0.5822983  -0.36317244  0.561515   -0.07391849
 -0.03458627 -0.8293017  -0.37102166  0.42100936  0.18264069  0.06179006
 -0.44162962 -0.07839493  0.2258893  -0.83310735 -0.674926    0.7608872
  0.29110694 -0.92238766  2.0594146  -0.05125728 -0.30876613 -0.16397397
  0.78772026 -0.3167334   0.26087803 -0.96137893 -0.10375293  0.48630363
 -0.43774015  0.9220981  -0.27300248 -0.3432648   0.43658653  0.04631839]",47,48,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
37,PRESENT,NORMAL,False,of,of,of,ADP,prep,False,,8.771546,"[ 0.02848427 -0.6076     -0.20541343  0.8302889  -1.0358162  -1.1692417
  0.01135433  0.43916065  1.9312079  -0.9287984  -0.4677624  -0.08301087
  1.0780455  -0.04508982  1.3723942   0.28875884  0.22539422 -0.7370399
  0.22948363  0.22195792  0.6237534  -0.24942175  0.9786269   0.2705419
 -0.6146187  -0.05652887 -1.1577225   0.3686933   0.3957278   0.02937523
  0.16625783  1.0538013   0.9773081  -0.6551081   0.7481012  -0.37700176
  0.60769176 -0.16669409 -0.38322785 -0.5764003  -1.1399506  -1.862979
  0.29844528  0.12362289 -0.9307325   0.25935468 -0.90762     0.96917474
 -0.09146683 -0.0874179  -1.246702    0.30970448 -0.55489314  2.6994395
  0.37301275 -0.5996626   1.5111966  -0.6568649   0.75469023 -0.9440703
  1.2113044  -0.7363086  -0.045957   -0.4729133   0.6384512  -0.05571595
 -0.35865015  2.2620325  -1.52       -1.0248786  -1.1535923   0.70640326
 -0.10579249  0.5939077  -0.20806372  0.27852464  1.4547718  -1.1531289
  0.48462224  1.0236865  -0.17714208  0.77138567  1.2255368  -0.5763434
 -0.36736816 -1.3657783  -0.5508532  -1.7748668   0.33299062 -0.27316684
 -0.66793406  0.25072446 -0.02006145 -0.6873533   0.08590961  2.8410566 ]",48,49,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
38,PRESENT,NORMAL,False,action,action,action,NOUN,pobj,False,,7.104121,"[ 0.569198    2.323094   -0.59501374  0.28034484  0.571819   -0.4217487
 -0.96140355 -0.9836843  -0.5282991   0.5267782  -1.0492171  -0.53253114
  0.4397502   0.07403533 -0.31067407  0.71668065 -0.496061   -0.42420635
  0.4415111  -0.57649255 -0.2381197   0.5462382   0.6485582   0.81777173
  0.9106722   0.61122406 -0.49748307 -1.1874049  -0.47116995 -0.4112114
  1.7547655  -0.80745864  1.1767884   0.77802444 -0.06187174 -0.27381733
 -0.16764477  0.23040192 -0.03426701  0.8251259  -1.2024171  -0.8332336
  0.21075872  0.8231738  -0.6150012  -0.56554997 -0.26915056 -0.702004
  2.111885    0.03991525 -0.62489355  1.0704048   0.12517059 -0.4631343
  0.41215724  0.3220684  -0.5100261   0.42115045 -0.39433593 -1.0434215
 -0.85667413 -1.09501     0.5047322  -1.2130456   0.3580436   0.2443393
 -0.13250466 -0.13578655  0.00538964 -1.7526636   0.29289335 -0.4537564
 -0.43168706 -0.68404067  0.14229338 -0.15335056 -1.2801211   0.50947297
 -0.31605017 -0.77606976  1.0080539   1.0178833   0.05354352  0.56548405
  0.39626503 -0.04022919 -0.43539128  0.46022192 -0.00373003  0.10029927
 -0.30652195  0.81683654 -0.4899336  -0.04474923  0.36535028  0.1420655 ]",49,50,0.0,-0.13069429999999999,0.0,-0.241,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__36__51
39,PRESENT,NORMAL,False,however,however,however,ADV,advmod,False,,8.151597,"[-9.86618996e-02 -1.00430202e+00 -7.43397713e-01 -1.45890570e+00
  1.03956747e+00  1.21531487e+00  7.12114751e-01 -5.42499006e-01
  1.62815928e-01 -1.52717519e+00  4.55184191e-01  1.19552016e-04
 -2.21314281e-01  3.29515338e-01 -6.64492786e-01  6.75292909e-02
 -8.90935302e-01 -1.51134163e-01  1.49507344e-01 -2.33669475e-01
 -7.81551659e-01  3.75420719e-01  7.05269575e-01 -9.25571203e-01
  4.84443486e-01 -1.16022503e+00  3.16190124e-01  6.01023316e-01
 -5.33977747e-01  1.53482735e+00 -9.66888905e-01 -1.80324912e+00
 -3.90190363e-01  1.41195452e+00 -6.79822564e-02 -1.62192619e+00
  1.84216630e+00  3.29143792e-01  2.30192930e-01  1.54255837e-01
 -4.16662991e-01  4.29259300e-01  2.04155505e-01  2.55162716e-01
  4.45547774e-02 -4.46672529e-01 -4.18787777e-01 -1.59305120e+00
 -1.07077897e-01  6.12227440e-01 -7.79514730e-01  1.32233381e+00
  1.83705449e-01 -1.33599257e+00 -1.21050954e-01  2.07804546e-01
 -4.60685432e-01 -7.86849678e-01 -3.01708877e-02  2.99528986e-01
 -1.99966681e+00  9.29224193e-01  9.14468348e-01 -3.24919909e-01
  2.46037602e-01 -9.15105343e-02 -4.33594435e-02 -5.78740984e-03
 -1.16474152e-01 -6.47139668e-01  1.24819851e+00  2.59347653e+00
 -1.85032159e-01  2.67238915e-02  1.59298801e+00 -1.09375226e+00
  5.66761494e-01 -1.26857370e-01 -1.27869570e+00  2.19122544e-02
  3.07480991e-01 -7.41164982e-02  1.15083253e+00 -7.82632902e-02
  1.11311853e+00  5.05837739e-01 -9.60586190e-01 -2.22603410e-01
 -2.97555625e-01  5.10145664e-01 -4.95196491e-01  9.40086722e-01
 -7.11295605e-01  7.40522385e-01  4.36615556e-01  3.43502730e-01]",52,53,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
40,PRESENT,NORMAL,False,some,some,some,PRON,nsubj,False,,8.188189,"[ 1.2799281  -0.35892037 -0.15580292 -0.19303659 -0.63047147  1.5375254
 -0.01203997 -1.7445041   0.6274884  -1.154852   -0.64835364  0.49970794
 -0.77498364  0.32203496  0.8578286  -0.7049415   1.1638505  -0.19451079
  0.5964444   0.47671884 -0.87426746  0.05771428  1.798362    2.4818883
  0.16950768 -0.5311548   1.206485   -0.655787    1.1387961  -0.34269315
  1.2574378   0.49588048 -1.0834947  -0.48403552 -0.00702533 -0.6431105
 -0.9637197  -0.22618905 -0.697306   -1.0418309  -0.5068772  -0.8938972
 -0.15842393  0.10947254 -0.66073704 -0.85935676  0.21508583  0.32364398
  0.72315896  1.5281401   1.2175024  -0.2567243   0.40881217 -0.898573
 -0.5398942   0.98153305 -0.87997305 -0.0700984   0.28302938 -1.0058596
 -0.8496429  -0.16134946 -0.3358545   0.9836837   1.372935   -1.0685873
 -1.2957387   0.7683749  -1.0993705  -0.69532406  0.315411   -1.3589735
  0.7523525   0.33048102  0.4538903  -0.55109227 -0.47649974  0.4664479
 -0.63947517 -0.6536114   1.2342198  -0.61747247 -1.0121967  -0.46531618
 -0.21733625  1.8455762  -0.24837223  0.40406883  0.88632894  0.26291904
 -0.14307216  0.3209709   0.61162055 -0.8094202   0.10347947 -0.36494082]",54,55,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
41,PRESENT,NORMAL,False,of,of,of,ADP,prep,False,,9.055697,"[ 0.00425166 -1.0640218  -0.44339874  0.3642919  -0.9298731  -0.07118064
 -0.9821437  -0.7919541   2.004236   -1.234035   -0.67942196  0.1336752
  2.4532804   0.64404225  1.6568853  -0.09243888  0.6925811  -0.46571285
  2.0148406   1.2086059   1.5138161  -0.47439015 -0.25226113 -0.65072066
 -0.42973042  1.0942543  -0.02780212  0.03254424  1.4771316   0.0516318
 -0.8595769   0.34436053  0.82573795  0.26535672 -1.1073786  -1.0004711
  1.0724139   0.3408746  -1.008199   -0.5236831  -1.7131453   0.00387531
 -0.03944271 -0.5727485  -0.4193204  -0.1582669   0.1574088   0.36587006
 -0.98194754 -0.8231063  -0.39134446 -0.5685011  -0.9958401   1.7719045
  0.63665617  0.2814023   1.8736888  -0.00811702  0.2875535  -0.9524295
  0.5033442  -1.0195031  -1.2168442   1.3454955   1.6432385  -0.23451161
 -0.5942688   2.6351364   0.08578938 -1.3392056  -0.36972156 -0.5172175
  0.40107659  0.7587255  -0.74738485  0.5533926   1.975305   -0.9100553
 -0.42086023 -0.32221264  0.3651523   0.28521538  0.4539947  -0.85878414
 -0.5901922  -0.99676484  0.37351382 -1.1337687  -0.34187263 -0.34944662
  0.00956679  0.37309608 -0.3937399   0.21451461 -0.9209512   0.16896546]",55,56,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
42,PRESENT,NORMAL,False,the,the,the,DET,det,False,,8.284381,"[ 0.08824965  1.3059351  -0.7768707  -1.2840586   1.0661663  -0.05682977
 -1.0321279  -0.7212521   2.258741    1.9690888   0.46724203  0.07533669
 -0.9265625  -0.06867698  2.3451617   0.872764    0.79440814 -1.1849276
  1.084626    0.30721858 -1.5763462   0.09325644 -0.09750848  0.56288034
  0.1266968  -0.84966433 -1.3078566  -1.3094413   0.3026197   0.37268555
  1.1958216  -0.3441676   0.630617   -0.80989504  0.33736664  0.45064658
 -0.8287232  -0.11968003 -0.55272996 -1.3449503   0.5676974  -0.8272381
  1.3350751  -0.7804464  -0.17427161 -0.98203266 -0.6021089   0.63547224
 -0.85530055 -1.0379813   0.02540064 -1.0924606  -0.27789393 -0.6499467
  0.5398598   0.68893945 -0.69111025  0.01196671  0.53623086 -0.73659587
 -0.2941444  -1.4548117   0.08693205  0.7855399   0.845622   -0.34417602
  1.342667    0.8049152   0.4017107  -1.2784216  -0.9001559  -0.01827365
 -0.21855438  0.8211922  -1.2132533  -0.6024352   0.3620519  -0.62223876
  0.06671788  0.7360255  -0.5362659   0.5515826   0.7051035  -1.1752014
  0.07033385  0.201044   -0.18436201  1.0746042   0.13496439  0.9474054
  0.29111683 -0.12839109 -0.26886937 -0.9030466   0.03733467  0.8198256 ]",56,57,0.0,0.33202800000000005,0.0,0.414,af1deb3d2cc3cd3c0c32159075f22446,af1deb3d2cc3cd3c0c32159075f22446__51__72
